member_id,cycle_year,join_year,tenure_years,member_age,country,chapter,membership_type,dues_amount,auto_renew_flag,events_12m,webinars_12m,courses_12m,website_sessions_90d,committee_member_flag,committee_leadership_flag,committee_leadership_role,committee_meetings_12m,community_logins_90d,email_open_rate,email_click_rate,support_tickets_12m,complaints_12m,donation_amount_12m,failed_payment_flag,invoice_age_days,renewal_due_date,renewal_date,label_renewed_within_60d,renewed_prev_year
M002178,2025,2010,15,61,USA,Southeast,Student,54.5,0,3,4,1,3,0,0,,0,2,0.36,0.112,0,0,0.0,0,69,2025-09-19,,,1
M002179,2025,2021,4,70,UAE,Midwest,Individual,192.55,1,1,2,0,1,0,0,,0,2,0.124,0.0,1,0,0.0,0,93,2025-02-17,,,0
M002180,2025,2008,17,35,USA,International,Student,56.74,0,5,4,1,6,0,0,,0,3,0.366,0.114,0,0,0.0,0,43,2025-04-12,,,1
M002181,2025,2022,3,69,USA,West,Individual,201.33,1,1,2,0,2,0,0,,0,2,0.209,0.043,0,0,0.0,0,45,2025-09-29,,,1
M002182,2025,2024,1,42,USA,West,Individual,200.94,1,0,3,0,2,0,0,,0,2,0.13,0.004,0,1,0.0,0,119,2025-02-15,,,1
M002183,2025,2016,9,28,USA,International,Individual,195.53,0,5,0,1,2,0,0,,0,0,0.256,0.064,0,0,63.6,0,31,2025-07-12,,,0
M002184,2025,2021,4,31,USA,Southwest,Individual,192.08,0,2,2,0,2,1,1,Secretary,7,2,0.193,0.035,0,1,368.34,0,86,2025-03-27,,,0
M002185,2025,2015,10,69,USA,Southeast,Retired,101.22,1,4,2,1,6,0,0,,0,1,0.282,0.076,0,0,0.0,0,56,2025-10-30,,,1
M002186,2025,2014,11,31,USA,Northeast,Individual,192.59,1,5,2,2,3,0,0,,0,2,0.295,0.082,0,1,0.0,0,47,2025-02-13,,,0
M002187,2025,2022,3,26,Canada,Northeast,Individual,200.28,0,1,2,0,1,0,0,,0,2,0.083,0.0,0,1,0.0,0,107,2025-04-02,,,1
M002188,2025,2015,10,78,Canada,West,Student,53.29,1,3,2,2,2,0,0,,0,2,0.292,0.081,0,0,0.0,0,2,2025-04-06,,,1
M002189,2025,2008,17,79,USA,Mid-Atlantic,Nonprofit,476.0,0,3,1,0,4,0,0,,0,3,0.191,0.027,1,0,37.18,0,51,2025-02-24,,,0
M002190,2025,2024,1,50,USA,Southeast,Individual,199.17,1,1,0,0,1,0,0,,0,2,0.209,0.044,1,0,0.0,0,118,2025-12-10,,,0
M002191,2025,2019,6,60,USA,Mid-Atlantic,Individual,204.08,0,2,2,1,1,0,0,,0,1,0.212,0.043,0,0,174.51,0,31,2025-11-21,,,0
M002192,2025,2024,1,50,USA,Mid-Atlantic,Individual,199.19,1,4,1,1,2,0,0,,0,5,0.337,0.108,0,0,0.0,0,53,2025-12-01,,,1
M002193,2025,2011,14,31,USA,West,Premium,349.23,1,0,0,1,1,1,0,,14,4,0.204,0.035,0,1,0.0,0,64,2025-12-09,,,1
M002194,2025,2010,15,55,USA,Southeast,Premium,348.99,1,7,0,1,0,1,0,,17,3,0.197,0.031,0,0,0.0,1,65,2025-05-19,,,0
M002195,2025,2019,6,54,Australia,Midwest,Individual,202.42,0,1,1,0,3,0,0,,0,2,0.229,0.052,0,0,0.0,0,98,2025-11-09,,,0
M002196,2025,2019,6,80,Brazil,At-Large,Individual,203.0,0,2,1,1,4,0,0,,0,0,0.324,0.099,0,0,0.0,0,111,2025-11-06,,,0
M002197,2025,2009,16,51,USA,Southwest,Individual,199.36,0,5,3,1,2,0,0,,0,4,0.255,0.059,0,0,0.0,0,27,2025-11-23,,,1
M002198,2025,2023,2,23,India,Mid-Atlantic,Retired,99.63,1,1,1,0,1,1,0,,2,1,0.127,0.003,0,0,0.0,0,27,2025-02-27,,,1
M002199,2025,2021,4,34,India,At-Large,Retired,97.57,0,0,0,0,0,0,0,,0,4,0.167,0.021,1,0,0.0,0,82,2025-12-15,,,0
M002200,2025,2010,15,66,Canada,Mid-Atlantic,Premium,343.46,0,6,2,0,6,1,1,Vice Chair,6,2,0.191,0.028,0,1,0.0,0,62,2025-09-17,,,1
M002201,2025,2023,2,76,USA,At-Large,Individual,185.93,1,3,0,3,2,0,0,,0,2,0.155,0.016,0,0,0.0,0,93,2025-02-06,,,1
M002202,2025,2019,6,55,USA,Southwest,Retired,100.8,1,1,2,0,4,1,0,,7,1,0.109,0.0,0,1,71.16,0,23,2025-06-30,,,0
M002203,2025,2017,8,80,UAE,Southeast,Individual,195.79,0,2,2,3,6,0,0,,0,1,0.376,0.124,1,0,0.0,0,96,2025-07-04,,,0
M002204,2025,2017,8,72,USA,Midwest,Corporate,967.36,1,2,1,1,1,0,0,,0,1,0.196,0.034,0,0,0.0,0,92,2025-10-15,,,1
M002205,2025,2017,8,55,Canada,International,Individual,196.0,1,1,3,0,3,1,0,,10,3,0.155,0.014,0,0,0.0,0,46,2025-09-01,,,1
M002206,2025,2019,6,78,USA,At-Large,Nonprofit,504.93,0,5,1,0,4,0,0,,0,2,0.186,0.03,0,0,0.0,0,103,2025-05-15,,,1
M002207,2025,2020,5,71,USA,At-Large,Corporate,970.18,1,2,0,2,1,0,0,,0,0,0.159,0.017,0,0,0.0,0,40,2025-03-10,,,1
M002208,2025,2010,15,22,USA,Northeast,Individual,206.88,0,1,6,1,5,0,0,,0,3,0.304,0.084,0,0,0.0,0,34,2025-06-20,,,1
M002209,2025,2023,2,61,Germany,Mid-Atlantic,Individual,195.74,0,3,1,0,2,1,0,,2,2,0.214,0.046,0,0,67.75,0,56,2025-11-04,,,1
M002210,2025,2022,3,44,USA,Southwest,Individual,191.26,1,1,2,1,1,0,0,,0,2,0.135,0.006,0,1,0.0,0,20,2025-07-14,,,1
M002211,2025,2019,6,22,USA,International,Premium,350.46,1,1,1,1,2,0,0,,0,0,0.099,0.0,0,1,0.0,0,82,2025-07-15,,,0
M002212,2025,2017,8,36,UAE,Northeast,Premium,341.86,0,0,0,0,1,0,0,,0,5,0.138,0.005,0,0,0.0,0,12,2025-01-29,,,0
M002213,2025,2012,13,35,USA,Southwest,Individual,182.97,1,5,3,1,4,0,0,,0,3,0.242,0.055,0,0,99.2,0,0,2025-10-17,,,1
M002214,2025,2009,16,38,Australia,At-Large,Individual,202.95,0,2,2,1,3,0,0,,0,4,0.18,0.022,0,0,0.0,0,57,2025-09-25,,,1
M002215,2025,2017,8,22,Canada,West,Individual,190.56,1,4,2,1,3,0,0,,0,3,0.253,0.062,0,0,68.57,0,80,2025-09-30,,,1
M002216,2025,2023,2,20,USA,Southeast,Student,53.54,0,2,1,1,4,0,0,,0,2,0.279,0.078,0,0,0.0,0,50,2025-08-13,,,0
M002217,2025,2019,6,70,USA,Northeast,Individual,201.35,1,5,2,1,2,1,1,Secretary,3,0,0.189,0.031,0,0,0.0,0,58,2025-12-17,,,0
M002218,2025,2016,9,26,USA,Mid-Atlantic,Premium,359.19,0,5,1,2,2,0,0,,0,2,0.279,0.075,0,0,0.0,0,27,2025-11-27,,,1
M002219,2025,2009,16,61,USA,Southeast,Individual,196.0,1,4,4,1,1,0,0,,0,1,0.058,0.0,0,0,0.0,0,45,2025-07-21,,,0
M002220,2025,2022,3,36,USA,At-Large,Individual,201.75,0,3,1,1,1,1,1,Secretary,7,2,0.21,0.043,0,0,83.04,0,51,2025-06-10,,,0
M002221,2025,2010,15,77,UK,International,Individual,206.08,1,2,1,1,3,0,0,,0,4,0.257,0.061,1,0,0.0,0,10,2025-08-19,,,1
M002222,2025,2017,8,25,USA,Northeast,Individual,197.12,1,2,0,1,2,0,0,,0,2,0.293,0.082,0,0,0.0,0,102,2025-10-30,,,1
M002223,2025,2009,16,49,USA,Southeast,Individual,193.93,0,3,1,0,4,0,0,,0,2,0.199,0.031,0,0,0.0,0,80,2025-05-15,,,0
M002224,2025,2016,9,28,India,Southeast,Retired,94.93,0,1,1,0,0,0,0,,0,2,0.02,0.0,0,0,388.31,0,61,2025-02-21,,,0
M002225,2025,2008,17,30,UAE,At-Large,Individual,203.94,0,6,4,1,5,0,0,,0,4,0.28,0.072,0,1,0.0,1,109,2025-05-28,,,0
M002226,2025,2016,9,46,USA,Southwest,Individual,196.05,1,5,2,2,2,0,0,,0,6,0.241,0.056,0,0,52.91,0,54,2025-01-31,,,0
M002227,2025,2017,8,29,India,Northeast,Corporate,1020.39,0,2,2,0,5,1,0,,5,4,0.235,0.054,0,0,0.0,0,102,2025-02-09,,,0
M002228,2025,2012,13,58,Canada,Northeast,Individual,188.74,0,4,3,0,8,0,0,,0,3,0.337,0.102,0,0,0.0,0,63,2025-03-19,,,1
M002229,2025,2015,10,20,USA,Southwest,Individual,205.24,1,3,4,1,2,0,0,,0,3,0.371,0.121,0,0,0.0,0,110,2025-07-21,,,0
M002230,2025,2017,8,34,USA,Southwest,Individual,201.12,0,0,2,3,6,0,0,,0,0,0.26,0.066,0,2,0.0,0,32,2025-01-08,,,0
M002231,2025,2009,16,63,USA,At-Large,Nonprofit,493.28,0,3,3,1,4,0,0,,0,2,0.103,0.0,0,1,119.16,0,68,2025-09-05,,,1
M002232,2025,2015,10,69,USA,West,Individual,193.98,0,2,2,3,2,0,0,,0,5,0.342,0.106,0,0,0.0,0,1,2025-12-12,,,0
M002233,2025,2009,16,25,USA,Mid-Atlantic,Individual,194.35,0,3,3,2,4,0,0,,0,2,0.236,0.05,0,0,0.0,0,86,2025-07-15,,,1
M002234,2025,2011,14,54,Canada,Northeast,Individual,196.23,0,6,2,2,3,0,0,,0,4,0.375,0.12,0,0,0.0,0,61,2025-12-11,,,0
M002235,2025,2011,14,30,USA,Southeast,Individual,196.51,0,1,2,0,1,0,0,,0,4,0.121,0.0,0,0,0.0,0,75,2025-07-22,,,1
M002236,2025,2016,9,37,USA,Midwest,Individual,181.1,1,4,1,1,1,0,0,,0,3,0.19,0.031,0,0,386.62,0,106,2025-08-28,,,1
M002237,2025,2008,17,27,USA,At-Large,Individual,197.98,0,4,1,1,1,0,0,,0,2,0.273,0.068,0,1,71.97,0,36,2025-10-16,,,1
M002238,2025,2022,3,68,Brazil,West,Individual,190.25,1,1,0,0,5,0,0,,0,3,0.332,0.104,0,0,0.0,0,82,2025-02-18,,,1
M002239,2025,2010,15,56,USA,West,Individual,199.57,0,4,1,0,1,0,0,,0,4,0.102,0.0,0,0,0.0,0,52,2025-03-24,,,0
M002240,2025,2012,13,19,UK,Northeast,Individual,202.59,0,2,5,0,1,0,0,,0,2,0.136,0.001,1,0,69.67,0,13,2025-10-25,,,1
M002241,2025,2012,13,60,USA,Mid-Atlantic,Student,53.74,0,2,2,1,4,0,0,,0,3,0.237,0.052,0,0,0.0,0,59,2025-10-12,,,0
M002242,2025,2008,17,33,Brazil,West,Student,53.05,0,4,2,1,4,0,0,,0,4,0.347,0.105,0,0,0.0,0,47,2025-11-28,,,1
M002243,2025,2017,8,75,USA,Southwest,Nonprofit,482.1,0,3,0,0,2,0,0,,0,1,0.267,0.069,0,0,369.77,0,88,2025-04-14,,,1
M002244,2025,2016,9,39,USA,Southeast,Student,53.38,1,5,3,0,2,0,0,,0,2,0.305,0.088,0,0,0.0,0,116,2025-01-10,,,1
M002245,2025,2020,5,55,UK,International,Student,54.87,1,2,2,0,3,0,0,,0,1,0.218,0.046,0,1,0.0,0,94,2025-10-08,,,1
M002246,2025,2017,8,79,USA,West,Individual,199.29,0,1,6,2,9,0,0,,0,5,0.237,0.054,0,0,0.0,0,109,2025-06-20,,,0
M002247,2025,2019,6,26,USA,Mid-Atlantic,Retired,99.03,1,1,0,0,4,0,0,,0,3,0.262,0.068,0,0,0.0,0,32,2025-02-22,,,0
M002248,2025,2012,13,59,USA,West,Individual,201.09,0,4,0,2,6,0,0,,0,3,0.245,0.056,0,0,0.0,0,87,2025-08-16,,,0
M002249,2025,2019,6,43,USA,Southeast,Premium,354.07,0,0,2,2,3,0,0,,0,2,0.081,0.0,0,0,0.0,0,37,2025-03-09,,,0
M002250,2025,2023,2,20,USA,Southeast,Retired,95.74,0,1,1,0,3,1,0,,3,2,0.108,0.0,0,0,0.0,0,78,2025-05-01,,,0
M002251,2025,2021,4,35,USA,Southeast,Retired,95.67,1,2,0,0,2,0,0,,0,0,0.231,0.054,1,0,0.0,0,59,2025-10-23,,,0
M002252,2025,2021,4,48,USA,Southwest,Individual,202.15,0,1,0,0,1,1,0,,8,0,0.21,0.043,0,0,0.0,0,0,2025-09-13,,,0
M002253,2025,2022,3,49,USA,Mid-Atlantic,Corporate,960.13,0,1,1,0,1,0,0,,0,1,0.125,0.001,0,1,0.0,0,20,2025-02-15,,,0
M002254,2025,2014,11,35,USA,Mid-Atlantic,Individual,198.98,0,2,5,0,2,0,0,,0,4,0.271,0.07,0,0,0.0,0,102,2025-03-13,,,0
M002255,2025,2023,2,42,Canada,Southeast,Individual,188.25,0,0,1,1,3,0,0,,0,1,0.183,0.03,0,0,0.0,1,77,2025-08-06,,,0
M002256,2025,2015,10,35,USA,Southwest,Individual,195.08,0,2,4,0,4,0,0,,0,1,0.181,0.025,1,0,0.0,0,68,2025-03-13,,,0
M002257,2025,2017,8,19,USA,West,Individual,191.93,0,3,1,2,1,0,0,,0,2,0.205,0.038,0,0,0.0,0,80,2025-12-11,,,1
M002258,2025,2009,16,60,USA,International,Individual,199.86,0,3,2,2,5,0,0,,0,4,0.226,0.045,0,0,0.0,0,12,2025-12-30,,,0
M002259,2025,2011,14,64,USA,Mid-Atlantic,Individual,206.81,1,1,0,3,4,1,0,,4,3,0.295,0.08,0,0,0.0,0,43,2025-03-28,,,0
M002260,2025,2015,10,65,USA,Northeast,Individual,188.66,1,3,4,1,8,0,0,,0,2,0.2,0.035,0,0,0.0,0,100,2025-12-30,,,0
M002261,2025,2021,4,41,Canada,Southeast,Individual,193.62,1,1,0,1,1,0,0,,0,0,0.158,0.017,0,0,142.22,0,34,2025-11-10,,,1
M002262,2025,2016,9,76,Canada,International,Corporate,965.82,1,3,2,1,2,1,0,,7,5,0.148,0.01,0,0,0.0,0,65,2025-04-02,,,1
M002263,2025,2013,12,30,USA,Mid-Atlantic,Individual,183.7,1,2,1,0,3,0,0,,0,2,0.182,0.025,0,0,301.93,0,35,2025-05-12,,,0
M002264,2025,2012,13,53,USA,West,Individual,196.18,1,1,6,0,3,0,0,,0,8,0.264,0.066,0,0,0.0,0,67,2025-09-18,,,1
M002265,2025,2017,8,66,India,International,Individual,200.4,0,2,1,1,1,1,1,Chair,6,1,0.173,0.022,0,0,0.0,0,67,2025-11-15,,,1
M002266,2025,2010,15,39,USA,Midwest,Corporate,965.8,1,7,1,0,6,0,0,,0,3,0.345,0.105,0,0,8.97,1,60,2025-11-03,,,0
M002267,2025,2014,11,65,Canada,Southwest,Nonprofit,470.74,0,1,2,0,3,0,0,,0,6,0.255,0.062,0,0,0.0,0,56,2025-03-27,,,0
M002268,2025,2019,6,41,USA,Mid-Atlantic,Individual,190.25,1,3,5,0,3,0,0,,0,1,0.293,0.083,0,0,152.22,0,46,2025-08-17,,,0
M002269,2025,2014,11,73,USA,At-Large,Retired,94.27,1,2,3,2,5,0,0,,0,2,0.235,0.052,0,1,0.0,0,43,2025-08-09,,,1
M002270,2025,2014,11,76,USA,Midwest,Nonprofit,467.8,0,5,2,2,1,0,0,,0,3,0.178,0.023,0,0,0.0,0,0,2025-04-07,,,0
M002271,2025,2012,13,58,USA,Southwest,Individual,199.87,0,6,2,2,5,0,0,,0,5,0.423,0.145,0,0,0.0,0,88,2025-08-09,,,0
M002272,2025,2008,17,74,USA,At-Large,Individual,198.37,0,3,4,3,2,0,0,,0,5,0.222,0.042,0,0,0.0,0,5,2025-04-24,,,0
M002273,2025,2022,3,58,USA,Southeast,Individual,195.05,0,0,0,0,3,0,0,,0,1,0.187,0.032,0,0,0.0,0,49,2025-06-15,,,0
M002274,2025,2019,6,65,USA,Southwest,Retired,98.6,0,0,1,0,1,1,1,Treasurer,2,2,0.251,0.063,0,0,0.0,0,55,2025-10-15,,,1
M002275,2025,2020,5,44,USA,Northeast,Corporate,952.5,1,0,4,0,1,0,0,,0,3,0.155,0.015,0,0,0.0,0,7,2025-12-12,,,1
M002276,2025,2013,12,59,USA,Southwest,Individual,196.86,1,2,3,2,2,0,0,,0,4,0.292,0.08,0,0,0.0,0,45,2025-12-23,,,1
M002277,2025,2014,11,71,India,At-Large,Retired,96.81,1,5,2,1,4,1,0,,2,3,0.319,0.094,1,0,0.0,0,16,2025-01-17,,,1
M002278,2025,2019,6,20,USA,Midwest,Individual,188.15,0,3,0,0,0,0,0,,0,0,0.02,0.0,1,0,0.0,0,76,2025-06-15,,,1
M002279,2025,2020,5,35,USA,International,Corporate,937.69,0,1,2,1,4,0,0,,0,0,0.208,0.041,0,0,0.0,0,86,2025-11-26,,,0
M002280,2025,2014,11,67,USA,Southeast,Individual,198.66,0,5,2,3,2,0,0,,0,1,0.289,0.079,1,1,133.08,0,118,2025-03-17,,,1
M002281,2025,2021,4,21,USA,International,Individual,202.29,1,0,0,0,0,0,0,,0,0,0.02,0.0,0,0,0.0,0,68,2025-09-27,,,1
M002282,2025,2009,16,57,USA,Southeast,Individual,192.96,0,2,2,0,0,0,0,,0,1,0.2,0.032,0,0,0.0,1,64,2025-06-01,,,1
M002283,2025,2014,11,46,USA,West,Individual,205.71,1,1,0,0,4,0,0,,0,4,0.338,0.103,1,0,0.0,0,1,2025-03-14,,,1
M002284,2025,2016,9,50,USA,West,Corporate,992.04,1,3,1,0,2,0,0,,0,1,0.217,0.044,0,0,0.0,1,52,2025-11-15,,,0
M002285,2025,2012,13,28,USA,Midwest,Individual,189.52,0,3,0,1,0,0,0,,0,5,0.231,0.049,0,0,0.0,0,15,2025-01-24,,,0
M002286,2025,2009,16,35,USA,International,Retired,98.66,0,1,4,1,3,0,0,,0,4,0.28,0.072,0,0,0.0,0,53,2025-05-10,,,1
M002287,2025,2014,11,47,USA,Southwest,Student,51.23,0,1,2,2,4,0,0,,0,2,0.145,0.007,0,0,0.0,0,65,2025-12-08,,,0
M002288,2025,2023,2,19,USA,International,Nonprofit,495.03,0,1,3,0,5,0,0,,0,0,0.134,0.006,0,0,0.0,0,17,2025-02-23,,,0
M002289,2025,2015,10,61,Brazil,International,Premium,332.98,0,2,3,2,4,1,0,,6,0,0.24,0.055,1,0,0.0,0,51,2025-10-02,,,1
M002290,2025,2012,13,33,USA,Mid-Atlantic,Retired,100.64,1,1,6,0,5,0,0,,0,6,0.207,0.037,0,0,0.0,0,102,2025-03-11,,,0
M002291,2025,2024,1,80,USA,Southwest,Individual,193.46,0,1,1,2,3,0,0,,0,2,0.214,0.047,0,0,0.0,0,19,2025-11-29,,,1
M002292,2025,2009,16,22,India,Mid-Atlantic,Individual,201.73,0,5,2,0,5,0,0,,0,4,0.282,0.073,0,0,0.0,0,34,2025-02-22,,,1
M002293,2025,2020,5,43,USA,Midwest,Nonprofit,489.74,1,2,2,1,2,0,0,,0,0,0.1,0.0,0,0,108.04,0,19,2025-01-03,,,1
M002294,2025,2020,5,48,USA,Midwest,Retired,95.84,1,2,2,1,1,0,0,,0,1,0.1,0.0,0,0,0.0,0,94,2025-05-11,,,1
M002295,2025,2015,10,27,USA,International,Premium,360.5,1,1,1,0,2,0,0,,0,1,0.149,0.009,0,0,0.0,0,42,2025-10-11,,,1
M002296,2025,2024,1,34,USA,West,Premium,366.01,1,0,0,0,3,0,0,,0,1,0.084,0.0,0,0,0.0,0,58,2025-08-13,,,0
M002297,2025,2014,11,32,USA,Mid-Atlantic,Student,51.82,0,6,0,2,3,1,1,Vice Chair,8,1,0.178,0.023,0,0,34.4,0,113,2025-12-20,,,0
M002298,2025,2009,16,70,USA,Mid-Atlantic,Individual,201.44,0,5,0,1,2,1,0,,7,0,0.02,0.0,0,0,0.0,0,91,2025-07-15,,,1
M002299,2025,2012,13,20,USA,West,Individual,194.97,1,4,3,3,2,0,0,,0,4,0.204,0.036,0,1,0.0,0,82,2025-01-11,,,1
M002300,2025,2011,14,70,USA,Northeast,Corporate,1007.16,0,1,1,0,3,0,0,,0,1,0.28,0.073,0,0,51.89,0,76,2025-01-14,,,1
M002301,2025,2018,7,45,UAE,International,Individual,193.42,0,3,0,1,5,0,0,,0,2,0.195,0.034,0,0,126.05,0,119,2025-01-27,,,0
M002302,2025,2015,10,43,USA,Mid-Atlantic,Individual,185.44,0,2,3,0,6,0,0,,0,1,0.267,0.069,0,0,0.0,0,93,2025-05-14,,,0
M002303,2025,2009,16,26,USA,Midwest,Corporate,955.71,0,6,3,5,8,1,0,,8,3,0.247,0.055,0,0,0.0,0,97,2025-11-08,,,0
M002304,2025,2018,7,73,USA,Northeast,Individual,190.98,0,0,1,0,5,0,0,,0,2,0.118,0.0,0,0,0.0,0,98,2025-10-22,,,0
M002305,2025,2015,10,40,USA,Midwest,Nonprofit,470.61,1,3,2,1,6,0,0,,0,5,0.241,0.056,0,0,0.0,0,80,2025-07-13,,,0
M002306,2025,2009,16,22,UK,Northeast,Student,55.54,0,6,4,2,7,1,0,,9,6,0.223,0.044,0,0,0.0,0,42,2025-09-05,,,0
M002307,2025,2010,15,24,USA,Southeast,Nonprofit,491.58,1,4,1,1,4,0,0,,0,1,0.29,0.077,0,0,0.0,0,104,2025-09-08,,,1
M002308,2025,2021,4,33,UK,At-Large,Individual,200.81,0,2,2,0,1,0,0,,0,4,0.116,0.0,0,0,0.0,0,64,2025-08-01,,,0
M002309,2025,2021,4,77,UAE,West,Premium,349.2,1,1,3,0,0,0,0,,0,2,0.286,0.081,0,0,0.0,0,105,2025-01-24,,,0
M002310,2025,2018,7,75,India,Midwest,Nonprofit,498.72,0,0,2,0,2,0,0,,0,3,0.186,0.03,1,1,0.0,0,22,2025-10-06,,,0
M002311,2025,2015,10,66,Australia,Southeast,Individual,190.67,0,6,3,0,1,0,0,,0,1,0.245,0.058,0,0,0.0,0,67,2025-09-30,,,0
M002312,2025,2018,7,74,USA,Midwest,Individual,190.79,1,3,1,1,3,0,0,,0,2,0.21,0.042,0,0,0.0,0,64,2025-05-30,,,0
M002313,2025,2019,6,26,USA,At-Large,Nonprofit,490.49,1,3,1,0,0,0,0,,0,1,0.167,0.021,0,0,0.0,0,79,2025-09-05,,,1
M002314,2025,2016,9,56,USA,Midwest,Individual,204.96,0,3,0,0,3,0,0,,0,1,0.185,0.028,0,0,0.0,0,104,2025-11-09,,,1
M002315,2025,2018,7,32,USA,Midwest,Retired,94.75,0,0,4,0,3,0,0,,0,3,0.174,0.023,0,0,0.0,0,33,2025-07-04,,,0
M002316,2025,2016,9,77,USA,International,Retired,94.55,0,4,4,0,5,1,0,,8,2,0.275,0.073,0,0,0.0,1,44,2025-11-03,,,1
M002317,2025,2021,4,47,USA,Mid-Atlantic,Individual,197.44,0,1,3,0,4,0,0,,0,3,0.202,0.039,0,0,0.0,0,68,2025-04-04,,,0
M002318,2025,2021,4,57,USA,Mid-Atlantic,Individual,201.31,0,0,2,1,0,0,0,,0,3,0.174,0.025,0,0,0.0,1,85,2025-05-09,,,0
M002319,2025,2014,11,57,USA,At-Large,Student,56.52,0,3,5,0,4,0,0,,0,1,0.22,0.045,0,0,0.0,0,86,2025-07-23,,,0
M002320,2025,2015,10,20,USA,Mid-Atlantic,Individual,186.84,0,2,1,0,3,1,0,,10,5,0.238,0.054,0,0,0.0,0,75,2025-12-19,,,0
M002321,2025,2014,11,80,USA,Southeast,Retired,98.61,1,2,3,1,2,0,0,,0,6,0.211,0.04,0,0,0.0,0,48,2025-12-08,,,0
M002322,2025,2022,3,56,USA,West,Student,53.61,0,2,2,2,2,1,0,,1,2,0.204,0.04,1,0,0.0,0,13,2025-05-02,,,0
M002323,2025,2024,1,39,USA,West,Individual,199.14,1,1,1,0,0,0,0,,0,2,0.185,0.032,0,0,0.0,0,36,2025-12-21,,,1
M002324,2025,2011,14,23,USA,West,Corporate,979.35,1,3,2,1,4,0,0,,0,5,0.288,0.077,0,0,0.0,0,97,2025-12-11,,,0
M002325,2025,2013,12,37,USA,Midwest,Individual,187.71,1,1,0,1,0,1,0,,4,1,0.079,0.0,1,0,200.19,0,15,2025-10-04,,,1
M002326,2025,2023,2,67,USA,International,Individual,187.62,0,2,1,2,1,1,1,Secretary,3,0,0.196,0.037,0,0,0.0,0,109,2025-05-02,,,0
M002327,2025,2014,11,61,USA,Southwest,Premium,346.16,0,2,3,1,2,1,1,Chair,11,1,0.144,0.007,0,0,0.0,0,75,2025-09-26,,,0
M002328,2025,2022,3,69,USA,Southwest,Corporate,1018.49,1,1,2,0,4,0,0,,0,1,0.239,0.058,0,0,0.0,0,59,2025-10-13,,,1
M002329,2025,2010,15,63,USA,Midwest,Student,56.63,0,3,4,0,4,0,0,,0,3,0.225,0.045,0,0,0.0,0,42,2025-05-07,,,0
M002330,2025,2022,3,26,USA,Midwest,Individual,191.88,1,0,1,2,4,0,0,,0,1,0.202,0.04,0,0,0.0,0,12,2025-03-13,,,0
M002331,2025,2011,14,56,USA,International,Nonprofit,500.54,1,5,3,2,4,0,0,,0,5,0.195,0.03,0,0,0.0,0,45,2025-06-25,,,1
M002332,2025,2024,1,76,USA,Northeast,Retired,93.98,0,2,1,1,1,0,0,,0,2,0.222,0.05,0,1,0.0,0,81,2025-10-29,,,1
M002333,2025,2017,8,71,USA,At-Large,Premium,359.83,1,2,3,2,2,0,0,,0,1,0.284,0.078,0,0,0.0,0,79,2025-12-20,,,0
M002334,2025,2018,7,63,USA,At-Large,Student,54.98,0,3,2,2,1,0,0,,0,3,0.261,0.067,0,0,0.0,0,38,2025-01-07,,,1
M002335,2025,2010,15,51,Canada,West,Individual,189.33,0,4,0,2,9,0,0,,0,4,0.362,0.113,0,0,0.0,0,79,2025-05-16,,,0
M002336,2025,2012,13,68,USA,Midwest,Retired,96.43,1,4,3,2,4,0,0,,0,4,0.19,0.029,0,1,0.0,0,117,2025-12-15,,,0
M002337,2025,2016,9,21,UK,Southwest,Individual,195.43,1,2,1,3,0,1,0,,4,6,0.152,0.011,0,0,0.0,0,97,2025-05-22,,,0
M002338,2025,2009,16,61,USA,At-Large,Individual,198.87,1,5,4,1,3,0,0,,0,3,0.397,0.131,0,0,0.0,0,5,2025-11-10,,,1
M002339,2025,2017,8,39,India,Southwest,Individual,205.27,1,6,2,2,3,0,0,,0,2,0.203,0.038,0,0,403.33,0,13,2025-10-01,,,1
M002340,2025,2010,15,76,USA,At-Large,Individual,189.13,0,6,2,0,3,0,0,,0,4,0.261,0.063,0,1,0.0,0,98,2025-04-02,,,0
M002341,2025,2016,9,63,USA,Southeast,Individual,190.39,1,2,1,0,1,1,0,,8,1,0.251,0.061,1,0,0.0,0,105,2025-06-25,,,0
M002342,2025,2020,5,52,USA,Northeast,Individual,197.57,0,6,1,2,6,0,0,,0,2,0.248,0.061,1,0,0.0,0,83,2025-06-06,,,1
M002343,2025,2012,13,79,Brazil,Northeast,Corporate,994.26,1,3,3,1,3,1,0,,9,1,0.186,0.027,0,0,0.0,0,109,2025-07-05,,,1
M002344,2025,2009,16,37,USA,Midwest,Individual,201.85,0,1,4,0,4,0,0,,0,6,0.26,0.062,0,0,0.0,0,29,2025-12-18,,,0
M002345,2025,2012,13,67,USA,International,Individual,194.74,1,1,1,3,3,0,0,,0,0,0.189,0.028,0,0,0.0,0,62,2025-10-30,,,1
M002346,2025,2019,6,80,USA,Midwest,Student,53.14,0,0,2,1,1,0,0,,0,3,0.185,0.029,0,0,51.01,0,95,2025-11-11,,,1
M002347,2025,2013,12,69,USA,Southwest,Individual,193.13,0,4,3,0,4,0,0,,0,2,0.333,0.1,0,0,0.0,0,75,2025-08-12,,,1
M002348,2025,2020,5,80,USA,Southwest,Individual,192.7,0,3,1,0,3,0,0,,0,4,0.191,0.033,0,0,178.75,0,69,2025-10-07,,,1
