member_id,renewal_probability,risk_level,action_type,priority,channel,message_template,recommended_offer,timeline
M002870,46.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003213,46.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003338,46.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003713,46.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003781,46.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003939,46.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003987,46.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000557,46.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000700,46.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000743,46.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001096,46.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001104,46.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001271,46.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001380,46.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001445,46.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001789,46.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001804,46.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001904,46.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001938,46.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001968,46.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002161,46.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002473,46.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002561,46.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002627,46.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003226,46.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000228,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000317,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000483,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000562,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000603,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000662,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000725,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000728,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000936,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000966,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001248,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001276,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001598,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001676,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001898,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002045,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002183,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002214,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002925,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002955,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003089,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003141,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003280,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003354,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003458,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003975,46.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000051,46.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000079,46.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000580,46.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000863,46.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001000,46.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001099,46.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001724,46.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002022,46.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002029,46.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002426,46.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002559,46.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002733,46.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002750,46.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003466,46.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003558,46.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003702,46.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003921,46.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003983,46.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000373,46.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001183,46.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001302,46.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001507,46.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001655,46.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001701,46.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002124,46.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002347,46.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002492,46.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002540,46.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002875,46.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003225,46.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003287,46.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003692,46.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003830,46.6,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000253,46.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000566,46.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000706,46.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000993,46.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001002,46.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001222,46.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001341,46.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001369,46.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001402,46.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002116,46.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002239,46.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002536,46.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002560,46.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002905,46.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003230,46.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003250,46.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003807,46.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003843,46.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003844,46.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003984,46.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M004000,46.7,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001058,46.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001074,46.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001123,46.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001625,46.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001939,46.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002083,46.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002238,46.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002662,46.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002763,46.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002804,46.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003087,46.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003760,46.8,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000366,46.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000382,46.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000515,46.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000874,46.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001077,46.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001100,46.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001291,46.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001410,46.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001418,46.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001480,46.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001684,46.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001831,46.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001876,46.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001917,46.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002107,46.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002234,46.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002707,46.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002745,46.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003827,46.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003829,46.9,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000040,47.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000551,47.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000681,47.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000724,47.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001161,47.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001166,47.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001424,47.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001563,47.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001887,47.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002380,47.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002494,47.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002784,47.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002967,47.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003169,47.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003254,47.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003366,47.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003447,47.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003635,47.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003810,47.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003875,47.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003990,47.0,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000290,47.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000442,47.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000478,47.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000710,47.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000876,47.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000927,47.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001318,47.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001538,47.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001742,47.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001762,47.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001790,47.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001862,47.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002454,47.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002718,47.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002721,47.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002879,47.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003164,47.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003257,47.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003300,47.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003384,47.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003698,47.1,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000025,47.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000209,47.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000339,47.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000859,47.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001046,47.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001324,47.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001332,47.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001643,47.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001733,47.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001942,47.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002085,47.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002704,47.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003627,47.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003652,47.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003949,47.2,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000211,47.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001153,47.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001168,47.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002270,47.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002296,47.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002562,47.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002678,47.3,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000504,47.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000656,47.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000703,47.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000920,47.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001642,47.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002007,47.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002638,47.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002709,47.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M002980,47.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003204,47.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003242,47.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M003775,47.4,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000306,47.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000427,47.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M000933,47.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001200,47.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
M001295,47.5,Medium Risk,Targeted Engagement,Medium,Email + Event Invitation,engagement_campaign,Event invitation or webinar access,Within 14 days
